ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
TN-119,"Maury County",Tennessee,76,104,1.9,74.1
TN-121,"Meigs County",Tennessee,76.7,116,2.5,74.2
TN-123,"Monroe County",Tennessee,74.9,109,2.1,72.8
TN-125,"Montgomery County",Tennessee,76.6,110,2.2,74.4
TN-127,"Moore County",Tennessee,76.4,113,2.4,74
TN-129,"Morgan County",Tennessee,73,107,2,71
TN-131,"Obion County",Tennessee,77.4,94,1.4,76
TN-133,"Overton County",Tennessee,74.2,108,2.1,72.1
TN-135,"Perry County",Tennessee,76.6,107,1.9,74.7
TN-137,"Pickett County",Tennessee,73.7,105,1.7,72
TN-139,"Polk County",Tennessee,75.1,104,1.6,73.5
TN-141,"Putnam County",Tennessee,74.5,111,2,72.5
TN-143,"Rhea County",Tennessee,75.2,110,2.3,72.9
TN-145,"Roane County",Tennessee,76.4,116,2.7,73.7
TN-147,"Robertson County",Tennessee,76.2,105,1.9,74.3
TN-149,"Rutherford County",Tennessee,77.2,116,2.6,74.6
TN-151,"Scott County",Tennessee,71.8,100,1.5,70.3
TN-153,"Sequatchie County",Tennessee,73.8,109,2,71.8
TN-155,"Sevier County",Tennessee,72.3,92,1.1,71.2
TN-157,"Shelby County",Tennessee,79.9,106,1.9,78
TN-159,"Smith County",Tennessee,76.4,108,1.9,74.5
TN-161,"Stewart County",Tennessee,76.5,104,1.9,74.6
TN-163,"Sullivan County",Tennessee,72.7,98,1.7,71
TN-165,"Sumner County",Tennessee,76.7,113,2.5,74.2
TN-167,"Tipton County",Tennessee,79.2,103,1.7,77.5
TN-169,"Trousdale County",Tennessee,76.8,112,2.3,74.5
TN-171,"Unicoi County",Tennessee,68.8,88,1,67.8
TN-173,"Union County",Tennessee,74.2,104,1.8,72.4
TN-175,"Van Buren County",Tennessee,73.4,106,1.9,71.5
TN-177,"Warren County",Tennessee,74.8,104,1.9,72.9
TN-179,"Washington County",Tennessee,72.9,93,1.3,71.6
TN-181,"Wayne County",Tennessee,76.3,106,1.9,74.4
TN-183,"Weakley County",Tennessee,77.1,94,1.5,75.6
TN-185,"White County",Tennessee,74.2,103,1.7,72.5
TN-187,"Williamson County",Tennessee,77,116,2.8,74.2
TN-189,"Wilson County",Tennessee,77.1,116,2.5,74.6
TX-001,"Anderson County",Texas,83.5,121,3.7,79.8
TX-003,"Andrews County",Texas,82.2,114,3.7,78.5
TX-005,"Angelina County",Texas,84.5,127,4.8,79.7
TX-007,"Aransas County",Texas,85.5,129,3.8,81.7
TX-009,"Archer County",Texas,83.5,114,3.2,80.3
TX-011,"Armstrong County",Texas,79.6,120,4.2,75.4
TX-013,"Atascosa County",Texas,87.1,128,4.5,82.6
TX-015,"Austin County",Texas,86,129,5.1,80.9
TX-017,"Bailey County",Texas,78,117,3.6,74.4
TX-019,"Bandera County",Texas,84.5,128,5.2,79.3
TX-021,"Bastrop County",Texas,85.9,129,5.1,80.8
TX-023,"Baylor County",Texas,83.7,112,3.2,80.5
TX-025,"Bee County",Texas,85.8,124,3.7,82.1
TX-027,"Bell County",Texas,85.2,129,5.2,80
TX-029,"Bexar County",Texas,86.6,129,5.1,81.5
TX-031,"Blanco County",Texas,84.7,129,4.8,79.9
TX-033,"Borden County",Texas,82.8,115,3.3,79.5
TX-035,"Bosque County",Texas,85.2,125,4.8,80.4
TX-037,"Bowie County",Texas,81,116,2.6,78.4
TX-039,"Brazoria County",Texas,85,129,4.2,80.8
TX-041,"Brazos County",Texas,85.5,128,4.7,80.8
TX-043,"Brewster County",Texas,83.6,115,4,79.6
TX-045,"Briscoe County",Texas,80.2,116,3.5,76.7
TX-047,"Brooks County",Texas,86.7,122,3.6,83.1
TX-049,"Brown County",Texas,84.3,125,4.7,79.6
TX-051,"Burleson County",Texas,85.8,129,5.2,80.6
TX-053,"Burnet County",Texas,84.7,127,4.4,80.3
TX-055,"Caldwell County",Texas,86.9,129,5.7,81.2
TX-057,"Calhoun County",Texas,85.5,129,4.2,81.3
TX-059,"Callahan County",Texas,83.7,124,4.5,79.2
TX-061,"Cameron County",Texas,85.2,115,2.1,83.1
TX-063,"Camp County",Texas,81.6,118,2.6,79
TX-065,"Carson County",Texas,78.4,116,4,74.4
TX-067,"Cass County",Texas,81.2,113,2.1,79.1
TX-069,"Castro County",Texas,78.1,120,4.1,74
TX-071,"Chambers County",Texas,84.7,129,4.3,80.4
TX-073,"Cherokee County",Texas,83.2,120,3.6,79.6
TX-075,"Childress County",Texas,82.5,113,3.4,79.1
TX-077,"Clay County",Texas,83.2,114,3.1,80.1
TX-079,"Cochran County",Texas,79.2,121,4.2,75
TX-081,"Coke County",Texas,84.5,124,4.7,79.8
TX-083,"Coleman County",Texas,84.4,125,5.1,79.3
TX-085,"Collin County",Texas,83.4,121,3.9,79.5
TX-087,"Collingsworth County",Texas,80.4,112,3,77.4
TX-089,"Colorado County",Texas,86.1,129,5.2,80.9
TX-091,"Comal County",Texas,85.6,129,5,80.6
TX-093,"Comanche County",Texas,84,124,4.5,79.5
TX-095,"Concho County",Texas,84.7,126,5.4,79.3
TX-097,"Cooke County",Texas,82.6,115,3.1,79.5
TX-099,"Coryell County",Texas,84.9,127,4.9,80
TX-101,"Cottle County",Texas,83,111,3.3,79.7
TX-103,"Crane County",Texas,85.5,115,4.2,81.3
TX-105,"Crockett County",Texas,85.6,128,5.3,80.3
TX-107,"Crosby County",Texas,80.7,116,3.5,77.2
TX-109,"Culberson County",Texas,81.7,117,4.2,77.5
TX-111,"Dallam County",Texas,74.3,94,2.1,72.2
TX-113,"Dallas County",Texas,85.3,122,4.5,80.8
TX-115,"Dawson County",Texas,81.8,114,3.2,78.6
TX-117,"Deaf Smith County",Texas,77.8,122,4.7,73.1
TX-119,"Delta County",Texas,82.3,119,3.4,78.9
TX-121,"Denton County",Texas,84.2,120,3.8,80.4
TX-123,"DeWitt County",Texas,87,129,5.4,81.6
TX-125,"Dickens County",Texas,82.1,116,3.3,78.8
TX-127,"Dimmit County",Texas,88.2,127,4.3,83.9
TX-129,"Donley County",Texas,79.3,112,3,76.3
TX-131,"Duval County",Texas,87.6,128,4.7,82.9
TX-133,"Eastland County",Texas,83.7,123,4.3,79.4
TX-135,"Ector County",Texas,83.2,114,3.7,79.5
TX-137,"Edwards County",Texas,84.4,129,5.5,78.9
TX-139,"Ellis County",Texas,85.4,124,4.4,81
TX-141,"El Paso County",Texas,82.8,116,3.5,79.3
TX-143,"Erath County",Texas,84.4,123,4.9,79.5
TX-145,"Falls County",Texas,85.3,127,5.1,80.2
TX-147,"Fannin County",Texas,82.7,122,3.9,78.8
TX-149,"Fayette County",Texas,86.3,129,5.4,80.9
TX-151,"Fisher County",Texas,84.5,121,4.6,79.9
TX-153,"Floyd County",Texas,79,112,3,76
TX-155,"Foard County",Texas,83.9,114,3.5,80.4
TX-157,"Fort Bend County",Texas,85.5,129,4.6,80.9
TX-159,"Franklin County",Texas,81.6,119,2.8,78.8
TX-161,"Freestone County",Texas,84.1,122,3.8,80.3
TX-163,"Frio County",Texas,87.8,129,5.1,82.7
TX-165,"Gaines County",Texas,81.4,118,3.9,77.5
TX-167,"Galveston County",Texas,85.2,129,4.4,80.8
TX-169,"Garza County",Texas,82.8,116,3.6,79.2
TX-171,"Gillespie County",Texas,83.4,129,4.9,78.5
TX-173,"Glasscock County",Texas,84.1,122,4.7,79.4
TX-175,"Goliad County",Texas,86.2,128,4.4,81.8
TX-177,"Gonzales County",Texas,87.2,129,5.6,81.6
TX-179,"Gray County",Texas,78.1,109,3.3,74.8
TX-181,"Grayson County",Texas,82.7,117,3.4,79.3
TX-183,"Gregg County",Texas,82.5,116,2.6,79.9
TX-185,"Grimes County",Texas,85.5,128,4.7,80.8
TX-187,"Guadalupe County",Texas,86.9,129,5.4,81.5
TX-189,"Hale County",Texas,79,118,3.6,75.4
TX-191,"Hall County",Texas,81.5,111,3,78.5
TX-193,"Hamilton County",Texas,84.3,125,4.7,79.6
TX-195,"Hansford County",Texas,77.8,100,2.8,75
TX-197,"Hardeman County",Texas,83.3,115,3.3,80
TX-199,"Hardin County",Texas,83.9,128,4.2,79.7
TX-201,"Harris County",Texas,85.7,129,4.8,80.9
TX-203,"Harrison County",Texas,82.5,116,2.6,79.9
TX-205,"Hartley County",Texas,76.2,110,3.2,73
TX-207,"Haskell County",Texas,84.5,116,3.9,80.6
TX-209,"Hays County",Texas,85.3,129,4.9,80.4
TX-211,"Hemphill County",Texas,78.5,104,3,75.5
TX-213,"Henderson County",Texas,83.8,122,4,79.8
TX-215,"Hidalgo County",Texas,86.2,107,2.1,84.1
TX-217,"Hill County",Texas,85.1,123,4.2,80.9
TX-219,"Hockley County",Texas,79.9,119,4,75.9
TX-221,"Hood County",Texas,85.1,124,4.5,80.6
TX-223,"Hopkins County",Texas,82,119,3.2,78.8
TX-225,"Houston County",Texas,83.8,123,3.6,80.2
TX-227,"Howard County",Texas,83.7,119,3.9,79.8
TX-229,"Hudspeth County",Texas,81,118,3.8,77.2
TX-231,"Hunt County",Texas,83,122,3.9,79.1
TX-233,"Hutchinson County",Texas,79.4,109,3.6,75.8
TX-235,"Irion County",Texas,84.9,125,5.2,79.7
TX-237,"Jack County",Texas,83.4,120,4,79.4
TX-239,"Jackson County",Texas,85.5,129,4.5,81
TX-241,"Jasper County",Texas,83.5,129,4.4,79.1
TX-243,"Jeff Davis County",Texas,79.7,119,4.4,75.3
TX-245,"Jefferson County",Texas,84.2,129,3.8,80.4
TX-247,"Jim Hogg County",Texas,87.3,125,3.9,83.4
TX-249,"Jim Wells County",Texas,86.7,127,4,82.7
TX-251,"Johnson County",Texas,84.8,123,4.2,80.6
TX-253,"Jones County",Texas,84.8,122,4.4,80.4
TX-255,"Karnes County",Texas,86.6,128,4.6,82
TX-257,"Kaufman County",Texas,84.6,123,4.2,80.4
TX-259,"Kendall County",Texas,84.3,129,4.9,79.4
TX-261,"Kenedy County",Texas,85.3,116,2.8,82.5
TX-263,"Kent County",Texas,83.6,117,3.7,79.9
TX-265,"Kerr County",Texas,83.2,129,5.2,78
TX-267,"Kimble County",Texas,84,129,5.8,78.2
TX-269,"King County",Texas,84,118,3.9,80.1
TX-271,"Kinney County",Texas,87.4,127,4.8,82.6
TX-273,"Kleberg County",Texas,86,126,3.9,82.1
TX-275,"Knox County",Texas,84.4,114,3.7,80.7
TX-277,"Lamar County",Texas,81.9,119,3.4,78.5
TX-279,"Lamb County",Texas,78.7,120,3.7,75
TX-281,"Lampasas County",Texas,84.3,125,4.3,80
TX-283,"La Salle County",Texas,87.9,126,4.1,83.8
TX-285,"Lavaca County",Texas,86.6,129,5.6,81
TX-287,"Lee County",Texas,85.4,129,4.9,80.5
TX-289,"Leon County",Texas,83.5,121,3.2,80.3
TX-291,"Liberty County",Texas,84.8,129,4.5,80.3
TX-293,"Limestone County",Texas,84.3,122,4.1,80.2
TX-295,"Lipscomb County",Texas,77.7,102,2.7,75
TX-297,"Live Oak County",Texas,86.3,125,3.7,82.6
TX-299,"Llano County",Texas,85.4,129,4.9,80.5
TX-301,"Loving County",Texas,84.7,117,4.2,80.5
TX-303,"Lubbock County",Texas,80.4,120,4.1,76.3
TX-305,"Lynn County",Texas,81.3,117,3.8,77.5
TX-307,"McCulloch County",Texas,84.8,128,5.5,79.3
TX-309,"McLennan County",Texas,85.6,127,5.2,80.4
TX-311,"McMullen County",Texas,87.2,125,4.1,83.1
TX-313,"Madison County",Texas,84.5,125,3.8,80.7
TX-315,"Marion County",Texas,81.8,113,2,79.8
TX-317,"Martin County",Texas,82.7,112,3.3,79.4
TX-319,"Mason County",Texas,84.7,128,5.3,79.4
TX-321,"Matagorda County",Texas,84.7,129,3.9,80.8
TX-323,"Maverick County",Texas,88.8,127,4.6,84.2
TX-325,"Medina County",Texas,87,129,5.6,81.5
TX-327,"Menard County",Texas,84.2,127,6,78.2
TX-329,"Midland County",Texas,83.5,115,3.8,79.7
TX-331,"Milam County",Texas,85.3,129,5.2,80.1
TX-333,"Mills County",Texas,83.9,125,4.4,79.5
TX-335,"Mitchell County",Texas,84.9,124,4.9,80.1
TX-337,"Montague County",Texas,82.6,116,3.2,79.4
TX-339,"Montgomery County",Texas,85.7,128,4.9,80.8
TX-341,"Moore County",Texas,78.2,111,3.7,74.5
TX-343,"Morris County",Texas,81.1,116,2.2,78.9
TX-345,"Motley County",Texas,81.4,111,2.9,78.5
TX-347,"Nacogdoches County",Texas,84,127,4.6,79.4
TX-349,"Navarro County",Texas,84.9,122,4.1,80.8
TX-351,"Newton County",Texas,83.6,129,4.6,79
TX-353,"Nolan County",Texas,84,124,5.3,78.7
TX-355,"Nueces County",Texas,85.4,125,3.2,82.2
TX-357,"Ochiltree County",Texas,77.7,102,2.8,74.9
TX-359,"Oldham County",Texas,78.2,114,4.1,74.2
TX-361,"Orange County",Texas,83.9,129,3.9,80
TX-363,"Palo Pinto County",Texas,84.8,123,4.7,80.1
TX-365,"Panola County",Texas,82.9,121,3,79.9
TX-367,"Parker County",Texas,84.5,121,4.2,80.3
TX-369,"Parmer County",Texas,77.5,120,4,73.5
TX-371,"Pecos County",Texas,84.1,122,4.7,79.4
TX-373,"Polk County",Texas,84.5,127,4.5,80
TX-375,"Potter County",Texas,79.2,119,4.5,74.7
TX-377,"Presidio County",Texas,83,117,4.1,78.9
TX-379,"Rains County",Texas,82.7,122,3.6,79.1
TX-381,"Randall County",Texas,79,123,5.1,73.9
TX-383,"Reagan County",Texas,84.8,126,5.2,79.6
TX-385,"Real County",Texas,84.1,129,5.4,78.7
TX-387,"Red River County",Texas,81.5,119,3.4,78.1
TX-389,"Reeves County",Texas,84.7,117,4.3,80.4
TX-391,"Refugio County",Texas,85.3,127,3.6,81.7
TX-393,"Roberts County",Texas,78.5,105,3,75.5
TX-395,"Robertson County",Texas,84.4,125,4.1,80.3
TX-397,"Rockwall County",Texas,83.9,123,4.1,79.8
TX-399,"Runnels County",Texas,84.2,122,4.4,79.8
TX-401,"Rusk County",Texas,82.8,119,3.1,79.7
TX-403,"Sabine County",Texas,83.6,127,4.7,78.9
TX-405,"San Augustine County",Texas,83.8,127,4.6,79.2
TX-407,"San Jacinto County",Texas,85,127,4.5,80.5
TX-409,"San Patricio County",Texas,85,123,2.9,82.1
TX-411,"San Saba County",Texas,84.7,126,4.9,79.8
TX-413,"Schleicher County",Texas,84.3,128,5.6,78.7
TX-415,"Scurry County",Texas,83.5,119,4.1,79.4
TX-417,"Shackelford County",Texas,84.4,121,4.2,80.2
TX-419,"Shelby County",Texas,83.2,124,3.9,79.3
TX-421,"Sherman County",Texas,76.8,100,2.7,74.1
TX-423,"Smith County",Texas,82.6,119,3.3,79.3
TX-425,"Somervell County",Texas,85.2,125,4.6,80.6
TX-427,"Starr County",Texas,87,113,2.5,84.5
TX-429,"Stephens County",Texas,84.4,123,4.4,80
TX-431,"Sterling County",Texas,84.6,124,5.1,79.5
TX-433,"Stonewall County",Texas,84.4,118,3.9,80.5
TX-435,"Sutton County",Texas,84.6,129,5.8,78.8
TX-437,"Swisher County",Texas,78.9,120,4.1,74.8
TX-439,"Tarrant County",Texas,85.1,121,4,81.1
TX-441,"Taylor County",Texas,84,124,4.7,79.3
TX-443,"Terrell County",Texas,86.3,124,4.6,81.7
TX-445,"Terry County",Texas,80.9,119,3.9,77
TX-447,"Throckmorton County",Texas,83.8,113,3.5,80.3
TX-449,"Titus County",Texas,81.3,119,2.6,78.7
TX-451,"Tom Green County",Texas,84.9,125,4.9,80
TX-453,"Travis County",Texas,85.4,129,4.5,80.9
TX-455,"Trinity County",Texas,84.5,127,4.2,80.3
TX-457,"Tyler County",Texas,83.8,127,4.5,79.3
TX-459,"Upshur County",Texas,82,118,2.7,79.3
TX-461,"Upton County",Texas,84.6,119,4.2,80.4
TX-463,"Uvalde County",Texas,87.1,129,5.3,81.8
TX-465,"Val Verde County",Texas,87.5,127,5.2,82.3
TX-467,"Van Zandt County",Texas,83.2,123,3.8,79.4
TX-469,"Victoria County",Texas,86,128,4.6,81.5
TX-471,"Walker County",Texas,85.1,127,4.2,80.9
TX-473,"Waller County",Texas,86,128,5.1,80.9
TX-475,"Ward County",Texas,85.8,118,4.5,81.3
TX-477,"Washington County",Texas,85.9,128,5.1,80.8
TX-479,"Webb County",Texas,87.9,124,3.8,84.1
TX-481,"Wharton County",Texas,85.4,128,4.4,81
TX-483,"Wheeler County",Texas,79.1,110,3.2,75.9
TX-485,"Wichita County",Texas,83.3,113,3.1,80.2
TX-487,"Wilbarger County",Texas,83.6,112,3.3,80.3
TX-489,"Willacy County",Texas,84.9,107,1.9,83
TX-491,"Williamson County",Texas,85,129,4.7,80.3
TX-493,"Wilson County",Texas,86.7,128,4.7,82
TX-495,"Winkler County",Texas,84.2,115,4.1,80.1
TX-497,"Wise County",Texas,83.7,118,3.7,80
TX-499,"Wood County",Texas,82.3,119,3.4,78.9
TX-501,"Yoakum County",Texas,80.2,120,4.3,75.9
TX-503,"Young County",Texas,83.8,116,4,79.8
TX-505,"Zapata County",Texas,88.3,121,3.5,84.8
TX-507,"Zavala County",Texas,88.7,129,5.1,83.6
UT-001,"Beaver County",Utah,68.1,119,4.4,63.7
UT-003,"Box Elder County",Utah,65.5,94,2.4,63.1
UT-005,"Cache County",Utah,59.3,90,1.9,57.4
UT-007,"Carbon County",Utah,63.9,105,3.5,60.4
UT-009,"Daggett County",Utah,58.2,89,1.7,56.5
UT-011,"Davis County",Utah,66.6,102,3,63.6
UT-013,"Duchesne County",Utah,59.2,104,3,56.2
UT-015,"Emery County",Utah,70.7,105,3.5,67.2
UT-017,"Garfield County",Utah,67.5,108,3.9,63.6
UT-019,"Grand County",Utah,72.2,117,4.5,67.7
UT-021,"Iron County",Utah,67.5,116,4.4,63.1
UT-023,"Juab County",Utah,68.8,102,3.3,65.5
UT-025,"Kane County",Utah,71.8,115,4.3,67.5
UT-027,"Millard County",Utah,70.1,106,3.8,66.3
UT-029,"Morgan County",Utah,59.9,100,2.8,57.1
UT-031,"Piute County",Utah,60.8,108,3.5,57.3
UT-033,"Rich County",Utah,56.7,94,2,54.7
UT-035,"Salt Lake County",Utah,66.7,102,3.4,63.3
UT-037,"San Juan County",Utah,73.2,110,3.9,69.3
UT-039,"Sanpete County",Utah,61.7,109,3.5,58.2
UT-041,"Sevier County",Utah,62.1,103,3.1,59
UT-043,"Summit County",Utah,54.2,98,2.4,51.8
UT-045,"Tooele County",Utah,69.8,98,3.1,66.7
UT-047,"Uintah County",Utah,66.2,110,3.5,62.7
UT-049,"Utah County",Utah,64.6,107,3.4,61.2
UT-051,"Wasatch County",Utah,57.2,101,2.7,54.5
UT-053,"Washington County",Utah,74.4,111,4.2,70.2
UT-055,"Wayne County",Utah,71.2,111,4.1,67.1
UT-057,"Weber County",Utah,62.8,100,2.8,60
VT-001,"Addison County",Vermont,62.5,56,-0,62.5
VT-003,"Bennington County",Vermont,61.2,91,1.2,60
VT-005,"Caledonia County",Vermont,59.8,41,-0.6,60.4
VT-007,"Chittenden County",Vermont,64.1,95,1.3,62.8
VT-009,"Essex County",Vermont,58.7,39,-0.7,59.4
VT-011,"Franklin County",Vermont,63.5,90,1,62.5
VT-013,"Grand Isle County",Vermont,65,65,0.1,64.9
VT-015,"Lamoille County",Vermont,61.2,90,1,60.2
VT-017,"Orange County",Vermont,61.6,79,0.6,61
VT-019,"Orleans County",Vermont,60.5,65,0.3,60.2
VT-021,"Rutland County",Vermont,61.2,52,0,61.2
VT-023,"Washington County",Vermont,61.1,77,0.6,60.5
VT-025,"Windham County",Vermont,62.3,83,0.9,61.4
VT-027,"Windsor County",Vermont,61.8,74,0.6,61.2
VA-001,"Accomack County",Virginia,73.5,96,1.7,71.8
VA-003,"Albemarle County",Virginia,73,107,2.1,70.9
VA-005,"Alleghany County",Virginia,68.5,60,0,68.5
VA-007,"Amelia County",Virginia,73.9,82,1,72.9
VA-009,"Amherst County",Virginia,72.7,114,2.3,70.4
VA-011,"Appomattox County",Virginia,73.7,111,2.2,71.5
VA-013,"Arlington County",Virginia,73.1,85,1.3,71.8
VA-015,"Augusta County",Virginia,69.5,96,1.5,68
VA-017,"Bath County",Virginia,68,72,0.7,67.3
VA-019,"Bedford County",Virginia,73.6,114,2.3,71.3
VA-021,"Bland County",Virginia,67,80,0.8,66.2
VA-023,"Botetourt County",Virginia,71.4,80,0.9,70.5
VA-025,"Brunswick County",Virginia,74.7,91,1.3,73.4
VA-027,"Buchanan County",Virginia,70.3,83,1,69.3
VA-029,"Buckingham County",Virginia,74,107,2,72
VA-031,"Campbell County",Virginia,73.7,113,2.2,71.5
VA-033,"Caroline County",Virginia,73.4,86,1,72.4
VA-035,"Carroll County",Virginia,68.5,96,1.5,67
VA-036,"Charles City County",Virginia,75.4,83,0.9,74.5
VA-037,"Charlotte County",Virginia,73.3,88,1.1,72.2
VA-041,"Chesterfield County",Virginia,74.4,78,0.7,73.7
VA-043,"Clarke County",Virginia,71.1,87,1.3,69.8
VA-045,"Craig County",Virginia,69.4,90,1.3,68.1
VA-047,"Culpeper County",Virginia,72.2,87,1.1,71.1
VA-049,"Cumberland County",Virginia,74,95,1.4,72.6
VA-051,"Dickenson County",Virginia,70,80,0.9,69.1
VA-053,"Dinwiddie County",Virginia,74.5,82,0.9,73.6
VA-057,"Essex County",Virginia,74,83,0.8,73.2
VA-059,"Fairfax County",Virginia,72.8,86,1.3,71.5
VA-061,"Fauquier County",Virginia,71.8,90,1.4,70.4
VA-063,"Floyd County",Virginia,68,101,1.7,66.3
VA-065,"Fluvanna County",Virginia,73.8,105,1.7,72.1
VA-067,"Franklin County",Virginia,72.8,102,1.8,71
VA-069,"Frederick County",Virginia,70.2,85,1.2,69
VA-071,"Giles County",Virginia,68.6,88,1.3,67.3
VA-073,"Gloucester County",Virginia,74.9,87,1.1,73.8
VA-075,"Goochland County",Virginia,73.6,87,1,72.6
VA-077,"Grayson County",Virginia,66.2,96,1.4,64.8
VA-079,"Greene County",Virginia,71.5,103,2.1,69.4
VA-081,"Greensville County",Virginia,75.1,89,1.1,74
VA-083,"Halifax County",Virginia,73.8,86,1.1,72.7
VA-085,"Hanover County",Virginia,73.8,82,0.8,73
VA-087,"Henrico County",Virginia,74.5,76,0.7,73.8
VA-089,"Henry County",Virginia,73.8,98,1.6,72.2
VA-091,"Highland County",Virginia,65.6,82,1.1,64.5
VA-093,"Isle of Wight County",Virginia,74.9,73,0.7,74.2
VA-095,"James City County",Virginia,75.3,87,1.1,74.2
VA-097,"King and Queen County",Virginia,74.4,84,0.9,73.5
VA-099,"King George County",Virginia,74.1,93,1.6,72.5
VA-101,"King William County",Virginia,74.5,85,0.9,73.6
VA-103,"Lancaster County",Virginia,74.3,85,1.1,73.2
VA-105,"Lee County",Virginia,72,96,1.5,70.5
VA-107,"Loudoun County",Virginia,72.1,98,1.6,70.5
VA-109,"Louisa County",Virginia,72.5,77,0.8,71.7
VA-111,"Lunenburg County",Virginia,73.5,80,0.8,72.7
VA-113,"Madison County",Virginia,71,96,1.6,69.4
VA-115,"Mathews County",Virginia,74.7,88,1.1,73.6
VA-117,"Mecklenburg County",Virginia,74.6,92,1.4,73.2
VA-119,"Middlesex County",Virginia,74.5,82,0.9,73.6
VA-121,"Montgomery County",Virginia,70.1,103,1.9,68.2
VA-125,"Nelson County",Virginia,72,108,2,70
VA-127,"New Kent County",Virginia,74.8,80,0.9,73.9
VA-131,"Northampton County",Virginia,74,84,1.1,72.9
VA-133,"Northumberland County",Virginia,74,90,1.2,72.8
VA-135,"Nottoway County",Virginia,73.7,79,0.9,72.8
VA-137,"Orange County",Virginia,72.2,81,0.9,71.3
VA-139,"Page County",Virginia,69.6,97,1.6,68
VA-141,"Patrick County",Virginia,71.5,96,1.5,70
VA-143,"Pittsylvania County",Virginia,73.6,90,1.1,72.5
VA-145,"Powhatan County",Virginia,73.9,87,1,72.9
VA-147,"Prince Edward County",Virginia,73.5,89,1.3,72.2
VA-149,"Prince George County",Virginia,75.3,83,0.9,74.4
VA-153,"Prince William County",Virginia,73.3,95,1.8,71.5
VA-155,"Pulaski County",Virginia,69.4,95,1.6,67.8
VA-157,"Rappahannock County",Virginia,70.1,84,1,69.1
VA-159,"Richmond County",Virginia,73.8,78,0.7,73.1
VA-161,"Roanoke County",Virginia,72.1,107,2,70.1
VA-163,"Rockbridge County",Virginia,70.5,82,0.9,69.6
VA-165,"Rockingham County",Virginia,69.6,102,1.8,67.8
VA-167,"Russell County",Virginia,69.5,90,1.2,68.3
VA-169,"Scott County",Virginia,71.5,84,1,70.5
VA-171,"Shenandoah County",Virginia,69.8,84,1.2,68.6
VA-173,"Smyth County",Virginia,67.5,87,1.1,66.4
VA-175,"Southampton County",Virginia,74.8,81,0.8,74
VA-177,"Spotsylvania County",Virginia,72.2,81,0.9,71.3
VA-179,"Stafford County",Virginia,73.8,101,2.3,71.5
VA-181,"Surry County",Virginia,75.2,88,1,74.2
VA-183,"Sussex County",Virginia,75.1,92,1.1,74
VA-185,"Tazewell County",Virginia,66.8,77,0.7,66.1
VA-187,"Warren County",Virginia,69.8,77,0.8,69
VA-191,"Washington County",Virginia,70.2,97,1.3,68.9
VA-193,"Westmoreland County",Virginia,73.8,81,0.9,72.9
VA-195,"Wise County",Virginia,68.6,75,0.5,68.1
VA-197,"Wythe County",Virginia,68,87,1.2,66.8
VA-199,"York County",Virginia,75.3,86,1.1,74.2
VA-510,"Alexandria City",Virginia,73.7,84,1.3,72.4
VA-520,"Bristol City",Virginia,72.3,103,1.8,70.5
VA-530,"Buena Vista City",Virginia,72.3,96,1.3,71
VA-540,"Charlottesville City",Virginia,73.6,105,2,71.6
VA-550,"Chesapeake City",Virginia,74,56,0.3,73.7
VA-570,"Colonial Heights City",Virginia,75.1,77,0.7,74.4
VA-580,"Covington City",Virginia,70.1,54,-0.2,70.3
VA-590,"Danville City",Virginia,74.6,83,1,73.6
VA-595,"Emporia City",Virginia,75.3,91,1.1,74.2
VA-600,"Fairfax City",Virginia,72.3,84,1.2,71.1
VA-610,"Falls Church City",Virginia,72.3,80,1.1,71.2
VA-620,"Franklin City",Virginia,74.5,70,0.5,74
VA-630,"Fredericksburg City",Virginia,73.4,97,2,71.4
VA-640,"Galax City",Virginia,68.4,102,1.6,66.8
VA-650,"Hampton City",Virginia,75.3,83,0.9,74.4
VA-660,"Harrisonburg City",Virginia,71,105,2,69
VA-670,"Hopewell City",Virginia,75.3,78,0.6,74.7
VA-680,"Lynchburg City",Virginia,74.5,120,3.1,71.4
VA-683,"Manassas City",Virginia,73.1,94,1.6,71.5
VA-685,"Manassas Park City",Virginia,73,93,1.5,71.5
VA-690,"Martinsville City",Virginia,73.9,96,1.6,72.3
VA-700,"Newport News City",Virginia,75.4,84,1,74.4
VA-710,"Norfolk City",Virginia,74.9,68,0.7,74.2
VA-720,"Norton City",Virginia,68.5,74,0.5,68
VA-730,"Petersburg City",Virginia,75.1,82,0.8,74.3
VA-735,"Poquoson City",Virginia,75.4,86,1.1,74.3
VA-740,"Portsmouth City",Virginia,75.1,65,0.6,74.5
VA-750,"Radford City",Virginia,70.2,101,1.7,68.5
VA-760,"Richmond City",Virginia,74.4,77,0.7,73.7
VA-770,"Roanoke City",Virginia,74,111,2.1,71.9
VA-775,"Salem City",Virginia,73.9,110,2.2,71.7
VA-790,"Staunton City",Virginia,70.8,98,1.6,69.2
VA-800,"Suffolk City",Virginia,74.4,58,0.3,74.1
VA-810,"Virginia Beach City",Virginia,73.9,67,0.5,73.4
VA-820,"Waynesboro City",Virginia,71.1,104,1.8,69.3
VA-830,"Williamsburg City",Virginia,75.1,90,1.2,73.9
VA-840,"Winchester City",Virginia,70.6,87,1.1,69.5
WA-001,"Adams County",Washington,62.6,61,-0.1,62.7
